iShares Russell 1000 ETF
Fund Holdings as of,"Sep 11, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","3,643,247.50","0.01","3,643,247.50","19,963.00","182.50","United States","NASDAQ","USD","1.00","USD","-"
"NEU","NEWMARKET","Materials","Equity","3,624,608.88","0.01","3,624,608.88","4,086.00","887.08","United States","NYSE","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","3,614,716.16","0.01","3,614,716.16","52,448.00","68.92","United States","NYSE","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","3,576,255.32","0.01","3,576,255.32","58,762.00","60.86","United States","NYSE","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS","Communication","Equity","3,571,253.95","0.01","3,571,253.95","122,513.00","29.15","United States","NASDAQ","USD","1.00","USD","-"
"BROS","DUTCH BROS CLASS A","Consumer Discretionary","Equity","3,561,914.30","0.01","3,561,914.30","81,137.00","43.90","United States","NYSE","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","3,564,244.39","0.01","3,564,244.39","126,977.00","28.07","United States","NYSE","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,554,772.48","0.01","3,554,772.48","58,776.00","60.48","United States","NYSE","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","3,550,020.87","0.01","3,550,020.87","193,251.00","18.37","United States","NASDAQ","USD","1.00","USD","-"
"EXLS","EXLSERVICE HOLDINGS","Industrials","Equity","3,546,239.24","0.01","3,546,239.24","100,574.00","35.26","United States","NASDAQ","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,546,752.50","0.01","3,546,752.50","72,250.00","49.09","United States","NASDAQ","USD","1.00","USD","-"
"OKLO","OKLO CLASS A","Utilities","Equity","3,521,525.72","0.01","3,521,525.72","97,226.00","36.22","United States","NYSE","USD","1.00","USD","-"
"MTN","VAIL RESORTS","Consumer Discretionary","Equity","3,484,178.39","0.01","3,484,178.39","24,871.00","140.09","United States","NYSE","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","3,487,538.12","0.01","3,487,538.12","75,668.00","46.09","United States","NYSE","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS CLASS A","Consumer Discretionary","Equity","3,478,874.58","0.01","3,478,874.58","73,487.00","47.34","United States","NYSE","USD","1.00","USD","-"
"AN","AUTONATION","Consumer Discretionary","Equity","3,470,944.14","0.01","3,470,944.14","17,042.00","203.67","United States","NYSE","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS","Consumer Discretionary","Equity","3,462,034.50","0.01","3,462,034.50","49,950.00","69.31","United States","NYSE","USD","1.00","USD","-"
"GAP","GAP","Consumer Discretionary","Equity","3,445,493.31","0.01","3,445,493.31","160,181.00","21.51","United States","NYSE","USD","1.00","USD","-"
"FIG","FIGMA CLASS A","Information Technology","Equity","3,420,167.20","0.01","3,420,167.20","147,421.00","23.20","United States","NYSE","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","3,410,510.88","0.01","3,410,510.88","130,972.00","26.04","United States","NASDAQ","USD","1.00","USD","-"
"FIGR","FIGURE TECHNOLOGY SOLUTIONS CLASS","Financials","Equity","3,411,262.36","0.01","3,411,262.36","97,828.00","34.87","United States","NASDAQ","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP","Financials","Equity","3,397,963.25","0.01","3,397,963.25","1,655.00","2,053.15","United States","NYSE","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","3,385,361.67","0.01","3,385,361.67","109,311.00","30.97","United States","NASDAQ","USD","1.00","USD","-"
"VICR","VICOR","Industrials","Equity","3,374,959.23","0.01","3,374,959.23","17,053.00","197.91","United States","NASDAQ","USD","1.00","USD","-"
"GNTX","GENTEX","Consumer Discretionary","Equity","3,354,619.63","0.01","3,354,619.63","147,197.00","22.79","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,346,695.04","0.01","3,346,695.04","69,956.00","47.84","United States","NYSE","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY","Information Technology","Equity","3,335,694.10","0.01","3,335,694.10","91,766.00","36.35","United States","NASDAQ","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,326,799.39","0.01","3,326,799.39","90,921.00","36.59","United States","NYSE","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","3,317,109.53","0.01","3,317,109.53","19,618.00","169.09","United States","NASDAQ","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","3,303,206.20","0.01","3,303,206.20","161,605.00","20.44","United States","NYSE","USD","1.00","USD","-"
"VNT","VONTIER","Information Technology","Equity","3,295,977.35","0.01","3,295,977.35","102,455.00","32.17","United States","NYSE","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","3,271,890.72","0.01","3,271,890.72","79,492.00","41.16","United States","NYSE","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS","Industrials","Equity","3,266,586.73","0.01","3,266,586.73","80,201.00","40.73","United States","NYSE","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","3,254,732.83","0.01","3,254,732.83","115,457.00","28.19","United States","NYSE","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","3,246,207.45","0.01","3,246,207.45","246,485.00","13.17","United States","NYSE","USD","1.00","USD","-"
"MIDD","MIDDLEBY","Industrials","Equity","3,239,443.79","0.01","3,239,443.79","29,909.00","108.31","United States","NASDAQ","USD","1.00","USD","-"
"TREX","TREX","Industrials","Equity","3,200,709.70","0.01","3,200,709.70","71,206.00","44.95","United States","NYSE","USD","1.00","USD","-"
"PL","PLANET LABS CLASS A","Industrials","Equity","3,174,521.00","0.01","3,174,521.00","192,980.00","16.45","United States","NYSE","USD","1.00","USD","-"
"APPF","APPFOLIO CLASS A","Information Technology","Equity","3,176,818.24","0.01","3,176,818.24","15,238.00","208.48","United States","NASDAQ","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","3,169,734.09","0.01","3,169,734.09","106,761.00","29.69","United States","NYSE","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","3,150,010.24","0.01","3,150,010.24","44,542.00","70.72","United States","NYSE","USD","1.00","USD","-"
"GLXY","GALAXY DIGITAL INC CLASS A","Financials","Equity","3,153,748.80","0.01","3,153,748.80","129,252.00","24.40","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY LIVE HOLDINGS INC SERIES C","Communication","Equity","3,126,619.04","0.01","3,126,619.04","32,114.00","97.36","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS","Communication","Equity","3,117,779.50","0.01","3,117,779.50","65,915.00","47.30","United States","NASDAQ","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","3,118,157.56","0.01","3,118,157.56","85,876.00","36.31","United States","NASDAQ","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS","Consumer Staples","Equity","3,107,843.50","0.01","3,107,843.50","114,175.00","27.22","United States","NASDAQ","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS","Consumer Discretionary","Equity","3,069,438.12","0.01","3,069,438.12","41,727.00","73.56","United States","NASDAQ","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","3,018,949.34","0.01","3,018,949.34","51,013.00","59.18","United States","NYSE","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","2,994,987.06","0.01","2,994,987.06","105,198.00","28.47","Australia","NYSE","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC","Industrials","Equity","2,996,423.70","0.01","2,996,423.70","44,530.00","67.29","United States","NYSE","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS CLASS A","Financials","Equity","2,962,419.56","0.01","2,962,419.56","77,713.00","38.12","United States","NYSE","USD","1.00","USD","-"
"FCN","FTI CONSULTING","Industrials","Equity","2,955,477.20","0.01","2,955,477.20","19,960.00","148.07","United States","NYSE","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS","Health Care","Equity","2,949,108.75","0.01","2,949,108.75","115,425.00","25.55","United States","NYSE","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","2,944,900.14","0.01","2,944,900.14","31,727.00","92.82","United States","NYSE","USD","1.00","USD","-"
"GSAT","GLOBALSTAR VOTING","Communication","Equity","2,939,009.84","0.01","2,939,009.84","35,633.00","82.48","United States","NASDAQ","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","2,921,184.00","0.01","2,921,184.00","19,320.00","151.20","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CLASS B","Communication","Equity","2,906,577.89","0.01","2,906,577.89","88,859.00","32.71","United States","NASDAQ","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,907,347.82","0.01","2,907,347.82","198,861.00","14.62","United States","NYSE","USD","1.00","USD","-"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","2,881,928.53","0.01","2,881,928.53","418,277.00","6.89","United States","NASDAQ","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","2,851,025.12","0.01","2,851,025.12","92,656.00","30.77","Canada","NYSE","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","2,851,086.00","0.01","2,851,086.00","135,766.00","21.00","United States","NASDAQ","USD","1.00","USD","-"
"JBS","JBS N V NV CLASS A","Consumer Staples","Equity","2,840,354.36","0.01","2,840,354.36","225,604.00","12.59","Brazil","NYSE","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT","Real Estate","Equity","2,792,767.80","0.01","2,792,767.80","80,022.00","34.90","United States","NYSE","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","2,793,173.97","0.01","2,793,173.97","39,513.00","70.69","United States","NYSE","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","2,795,667.48","0.01","2,795,667.48","199,548.00","14.01","United States","NASDAQ","USD","1.00","USD","-"
"PRIM","PRIMORIS SERVICES","Industrials","Equity","2,796,802.56","0.01","2,796,802.56","37,152.00","75.28","United States","NYSE","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES CLASS A","Information Technology","Equity","2,784,117.44","0.01","2,784,117.44","43,178.00","64.48","United States","NYSE","USD","1.00","USD","-"
"VVV","VALVOLINE","Consumer Discretionary","Equity","2,775,253.65","0.01","2,775,253.65","90,843.00","30.55","United States","NYSE","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP","Utilities","Equity","2,769,561.60","0.01","2,769,561.60","144,248.00","19.20","United States","NYSE","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY CLASS A","Consumer Staples","Equity","2,766,525.36","0.01","2,766,525.36","229,017.00","12.08","United States","NYSE","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","2,744,071.50","0.01","2,744,071.50","389,230.00","7.05","United States","NYSE","USD","1.00","USD","-"
"BYD","BOYD GAMING","Consumer Discretionary","Equity","2,718,023.00","0.01","2,718,023.00","35,299.00","77.00","United States","NYSE","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","2,718,220.75","0.01","2,718,220.75","53,561.00","50.75","United States","NYSE","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","2,707,684.80","0.01","2,707,684.80","71,860.00","37.68","United States","NYSE","USD","1.00","USD","-"
"HLNE","HAMILTON LANE CLASS A","Financials","Equity","2,693,582.72","0.01","2,693,582.72","28,064.00","95.98","United States","NASDAQ","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","2,684,082.58","0.01","2,684,082.58","40,217.00","66.74","United States","NYSE","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","2,676,636.27","0.01","2,676,636.27","12,397.00","215.91","United States","NYSE","USD","1.00","USD","-"
"BILL","BILL HOLDINGS","Information Technology","Equity","2,650,677.75","0.01","2,650,677.75","56,099.00","47.25","United States","NYSE","USD","1.00","USD","-"
"LAZ","LAZARD","Financials","Equity","2,654,114.70","0.01","2,654,114.70","64,577.00","41.10","United States","NYSE","USD","1.00","USD","-"
"THO","THOR INDUSTRIES","Consumer Discretionary","Equity","2,637,677.72","0.01","2,637,677.72","36,202.00","72.86","United States","NYSE","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS","Consumer Discretionary","Equity","2,580,691.47","0.01","2,580,691.47","138,971.00","18.57","United States","NYSE","USD","1.00","USD","-"
"MORN","MORNINGSTAR","Financials","Equity","2,569,792.06","0.01","2,569,792.06","13,453.00","191.02","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","2,546,816.04","0.01","2,546,816.04","81,786.00","31.14","United States","NYSE","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","2,549,916.96","0.01","2,549,916.96","30,516.00","83.56","United States","NASDAQ","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","2,510,278.32","0.01","2,510,278.32","184,038.00","13.64","United States","NYSE","USD","1.00","USD","-"
"AUGO","AURA MINERALS INC","Materials","Equity","2,445,032.24","0.00","2,445,032.24","28,078.00","87.08","Brazil","NASDAQ","USD","1.00","USD","-"
"BF B","BROWN FORMAN CLASS B","Consumer Staples","Equity","2,439,849.66","0.00","2,439,849.66","93,053.00","26.22","United States","NYSE","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS","Consumer Discretionary","Equity","2,347,315.52","0.00","2,347,315.52","36,046.00","65.12","United States","NYSE","USD","1.00","USD","-"
"PVH","PVH","Consumer Discretionary","Equity","2,347,437.84","0.00","2,347,437.84","33,231.00","70.64","United States","NYSE","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS","Health Care","Equity","2,342,854.80","0.00","2,342,854.80","73,260.00","31.98","United States","NASDAQ","USD","1.00","USD","-"
"DOCS","DOXIMITY CLASS A","Health Care","Equity","2,321,589.64","0.00","2,321,589.64","90,758.00","25.58","United States","NYSE","USD","1.00","USD","-"
"ALM","ALMONTY INDUSTRIES","Materials","Equity","2,325,064.49","0.00","2,325,064.49","150,101.00","15.49","Canada","NASDAQ","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS","Materials","Equity","2,312,082.76","0.00","2,312,082.76","59,852.00","38.63","United States","NYSE","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN","Financials","Equity","2,279,343.25","0.00","2,279,343.25","88,501.00","25.75","United States","NASDAQ","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CLASS A","Industrials","Equity","2,273,515.74","0.00","2,273,515.74","121,839.00","18.66","United States","NASDAQ","USD","1.00","USD","-"
"WING","WINGSTOP","Consumer Discretionary","Equity","2,262,137.80","0.00","2,262,137.80","19,318.00","117.10","United States","NASDAQ","USD","1.00","USD","-"
"POST","POST HOLDINGS","Consumer Staples","Equity","2,252,938.05","0.00","2,252,938.05","28,095.00","80.19","United States","NYSE","USD","1.00","USD","-"
"YETI","YETI HOLDINGS","Consumer Discretionary","Equity","2,182,373.82","0.00","2,182,373.82","54,207.00","40.26","United States","NYSE","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS","Information Technology","Equity","2,161,063.68","0.00","2,161,063.68","59,632.00","36.24","United States","NASDAQ","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,108,479.23","0.00","2,108,479.23","28,911.00","72.93","United States","NYSE","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS","Industrials","Equity","2,094,168.44","0.00","2,094,168.44","107,614.00","19.46","United States","NYSE","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS","Information Technology","Equity","2,094,295.30","0.00","2,094,295.30","159,262.00","13.15","United States","NYSE","USD","1.00","USD","-"
"CAI","CARIS LIFE SCIENCES","Health Care","Equity","2,076,031.62","0.00","2,076,031.62","85,293.00","24.34","United States","NASDAQ","USD","1.00","USD","-"
"FRPT","FRESHPET","Consumer Staples","Equity","2,067,088.20","0.00","2,067,088.20","32,430.00","63.74","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL","Financials","Equity","2,048,847.57","0.00","2,048,847.57","40,887.00","50.11","United States","NASDAQ","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","2,032,174.50","0.00","2,032,174.50","12,279.00","165.50","United States","NASDAQ","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","1,966,528.50","0.00","1,966,528.50","207,003.00","9.50","United States","NYSE","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS","Industrials","Equity","1,968,097.41","0.00","1,968,097.41","29,591.00","66.51","United States","NYSE","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","1,958,387.76","0.00","1,958,387.76","27,132.00","72.18","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","1,896,272.04","0.00","1,896,272.04","52,572.00","36.07","United States","NASDAQ","USD","1.00","USD","-"
"LINE","LINEAGE","Real Estate","Equity","1,856,847.00","0.00","1,856,847.00","49,188.00","37.75","United States","NASDAQ","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CLASS A","Consumer Discretionary","Equity","1,829,303.52","0.00","1,829,303.52","346,459.00","5.28","United States","NASDAQ","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS","Industrials","Equity","1,806,964.41","0.00","1,806,964.41","137,831.00","13.11","United States","NYSE","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","1,771,568.64","0.00","1,771,568.64","13,056.00","135.69","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL","Consumer Discretionary","Equity","1,751,149.92","0.00","1,751,149.92","18,096.00","96.77","United States","NYSE","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS CLASS A","Financials","Equity","1,746,543.45","0.00","1,746,543.45","38,769.00","45.05","United States","NYSE","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,730,918.44","0.00","1,730,918.44","30,652.00","56.47","United States","NYSE","USD","1.00","USD","-"
"KRMN","KARMAN HOLDINGS INC","Industrials","Equity","1,669,343.76","0.00","1,669,343.76","47,317.00","35.28","United States","NYSE","USD","1.00","USD","-"
"UI","UBIQUITI","Information Technology","Equity","1,658,601.00","0.00","1,658,601.00","2,940.00","564.15","United States","NYSE","USD","1.00","USD","-"
"PPLI","PEOPLE","Communication","Equity","1,645,526.19","0.00","1,645,526.19","43,869.00","37.51","United States","NASDAQ","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","1,605,899.99","0.00","1,605,899.99","22,679.00","70.81","United States","NYSE","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","1,597,610.56","0.00","1,597,610.56","2,644.00","604.24","United States","NASDAQ","USD","1.00","USD","-"
"KVYO","KLAVIYO SERIES A","Information Technology","Equity","1,572,964.92","0.00","1,572,964.92","96,147.00","16.36","United States","NYSE","USD","1.00","USD","-"
"WHR","WHIRLPOOL","Consumer Discretionary","Equity","1,533,465.92","0.00","1,533,465.92","43,552.00","35.21","United States","NYSE","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","1,511,798.13","0.00","1,511,798.13","17,371.00","87.03","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","1,512,376.02","0.00","1,512,376.02","12,423.00","121.74","United States","NASDAQ","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS","Health Care","Equity","1,423,392.75","0.00","1,423,392.75","81,105.00","17.55","United States","NASDAQ","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,410,479.80","0.00","1,410,479.80","22,916.00","61.55","United States","NYSE","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","1,381,427.30","0.00","1,381,427.30","17,270.00","79.99","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS CLASS A","Consumer Discretionary","Equity","1,381,810.68","0.00","1,381,810.68","2,124.00","650.57","United States","NYSE","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","1,376,000.00","0.00","1,376,000.00","80,000.00","17.20","United States","NYSE","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","1,345,341.69","0.00","1,345,341.69","194,133.00","6.93","United States","NYSE","USD","1.00","USD","-"
"LLYVA","LIBERTY LIVE HOLDINGS INC SERIES A","Communication","Equity","1,262,621.30","0.00","1,262,621.30","13,435.00","93.98","United States","NASDAQ","USD","1.00","USD","-"
"MPT","MEDICAL PROPERTIES TRUST REIT","Real Estate","Equity","1,261,347.36","0.00","1,261,347.36","346,524.00","3.64","United States","NYSE","USD","1.00","USD","-"
"MFP","MIDERA FOOD PROCESSING INC","Industrials","Equity","1,244,513.49","0.00","1,244,513.49","29,909.00","41.61","United States","NASDAQ","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","1,204,374.57","0.00","1,204,374.57","115,031.00","10.47","United States","NASDAQ","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","1,170,879.75","0.00","1,170,879.75","25,593.00","45.75","United States","NYSE","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","1,143,373.77","0.00","1,143,373.77","36,729.00","31.13","United States","NYSE","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL CLASS B","Industrials","Equity","1,115,646.35","0.00","1,115,646.35","32,669.00","34.15","United States","NYSE","USD","1.00","USD","-"
"ZG","ZILLOW GROUP CLASS A","Real Estate","Equity","1,087,750.82","0.00","1,087,750.82","32,734.00","33.23","United States","NASDAQ","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","988,305.50","0.00","988,305.50","97,370.00","10.15","United States","NASDAQ","USD","1.00","USD","-"
"JAN","JANUS LIVING INC CLASS A","Real Estate","Equity","990,151.16","0.00","990,151.16","32,023.00","30.92","United States","NYSE","USD","1.00","USD","-"
"BF A","BROWN FORMAN CLASS A","Consumer Staples","Equity","913,778.64","0.00","913,778.64","34,301.00","26.64","United States","NYSE","USD","1.00","USD","-"
"SEB","SEABOARD","Consumer Staples","Equity","867,792.00","0.00","867,792.00","202.00","4,296.00","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"INGM","INGRAM MICRO HOLDING","Information Technology","Equity","837,657.75","0.00","837,657.75","30,405.00","27.55","United States","NYSE","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","828,848.16","0.00","828,848.16","27,409.00","30.24","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","821,592.45","0.00","821,592.45","17,235.00","47.67","United States","NYSE","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","814,080.75","0.00","814,080.75","37,429.00","21.75","United States","NASDAQ","USD","1.00","USD","-"
"BLSH","BULLISH","Financials","Equity","808,743.36","0.00","808,743.36","23,028.00","35.12","United States","NYSE","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","810,654.64","0.00","810,654.64","14,242.00","56.92","United States","NASDAQ","USD","1.00","USD","-"
"FRMI","FERMI INC","Real Estate","Equity","780,862.50","0.00","780,862.50","141,975.00","5.50","United States","NASDAQ","USD","1.00","USD","-"
"SAIL","SAILPOINT","Information Technology","Equity","719,718.28","0.00","719,718.28","41,747.00","17.24","United States","NASDAQ","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","702,342.90","0.00","702,342.90","41,290.00","17.01","United States","NASDAQ","USD","1.00","USD","-"
"MWH","SOLV ENERGY CLASS A INC","Industrials","Equity","695,864.00","0.00","695,864.00","26,764.00","26.00","United States","NASDAQ","USD","1.00","USD","-"
"SFD","SMITHFIELD FOODS INC","Consumer Staples","Equity","637,906.36","0.00","637,906.36","31,486.00","20.26","United States","NASDAQ","USD","1.00","USD","-"
"NIQ","NIQ GLOBAL INTELLIGENCE PLC","Communication","Equity","592,163.12","0.00","592,163.12","33,193.00","17.84","United States","NYSE","USD","1.00","USD","-"
"LEN B","LENNAR CLASS B","Consumer Discretionary","Equity","476,664.30","0.00","476,664.30","6,090.00","78.27","United States","NYSE","USD","1.00","USD","-"
"CBC","CENTRAL BANCOMPANY CLASS A","Financials","Equity","461,129.48","0.00","461,129.48","14,228.00","32.41","United States","NASDAQ","USD","1.00","USD","-"
"XE","X-ENERGY INC CLASS A","Industrials","Equity","435,493.17","0.00","435,493.17","29,169.00","14.93","United States","NASDAQ","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","394,804.20","0.00","394,804.20","6,164.00","64.05","United States","NYSE","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CLASS A","Financials","Equity","164,776.95","0.00","164,776.95","122,057.00","1.35","United States","NYSE","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","1,574.05","0.00","1,574.05","157,405.00","0.01","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"FAZ6","S&P MID 400 EMINI DEC 26","Cash and/or Derivatives","Futures","0.00","0.00","5,616,600.00","15.00","3,744.40","-","Index And Options Market","USD","1.00","USD","-"
"ESZ6","S&P500 EMINI DEC 26","Cash and/or Derivatives","Futures","0.00","0.00","84,999,750.00","220.00","7,727.25","-","Index And Options Market","USD","1.00","USD","-"

