iShares Russell 1000 ETF
Fund Holdings as of,"Sep 11, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"INSM","INSMED","Health Care","Equity","19,237,055.32","0.04","19,237,055.32","148,652.00","129.41","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","19,218,635.70","0.04","19,218,635.70","31,830.00","603.79","United States","NYSE","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","19,160,594.18","0.04","19,160,594.18","144,521.00","132.58","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","19,121,410.46","0.04","19,121,410.46","153,487.00","124.58","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","18,921,297.72","0.04","18,921,297.72","366,834.00","51.58","United States","NASDAQ","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT","Communication","Equity","18,841,560.25","0.04","18,841,560.25","110,735.00","170.15","United States","NYSE","USD","1.00","USD","-"
"ATI","ATI","Industrials","Equity","18,668,279.63","0.04","18,668,279.63","93,919.00","198.77","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS","Utilities","Equity","18,650,661.26","0.04","18,650,661.26","135,454.00","137.69","United States","NYSE","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","18,640,899.03","0.04","18,640,899.03","750,741.00","24.83","United States","NYSE","USD","1.00","USD","-"
"ATO","ATMOS ENERGY","Utilities","Equity","18,630,423.16","0.04","18,630,423.16","114,164.00","163.19","United States","NYSE","USD","1.00","USD","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","18,565,056.45","0.04","18,565,056.45","113,931.00","162.95","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","18,426,207.27","0.04","18,426,207.27","81,449.00","226.23","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","18,413,799.10","0.04","18,413,799.10","614,818.00","29.95","United States","NASDAQ","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS","Information Technology","Equity","18,407,379.20","0.04","18,407,379.20","145,628.00","126.40","United States","NYSE","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE","Industrials","Equity","18,364,016.00","0.04","18,364,016.00","265,760.00","69.10","United States","NYSE","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL","Consumer Discretionary","Equity","18,326,407.84","0.04","18,326,407.84","238,129.00","76.96","Canada","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO","Health Care","Equity","18,079,529.04","0.04","18,079,529.04","13,977.00","1,293.52","United States","NYSE","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","18,033,922.80","0.04","18,033,922.80","111,060.00","162.38","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY","Financials","Equity","18,001,685.56","0.04","18,001,685.56","44,098.00","408.22","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","18,003,150.36","0.04","18,003,150.36","262,743.00","68.52","United States","NYSE","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","17,946,832.26","0.04","17,946,832.26","76,363.00","235.02","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CLASS A","Financials","Equity","17,920,416.48","0.04","17,920,416.48","136,132.00","131.64","United States","NYSE","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY","Utilities","Equity","17,876,868.12","0.04","17,876,868.12","457,092.00","39.11","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL","Financials","Equity","17,878,581.60","0.04","17,878,581.60","105,292.00","169.80","United States","NASDAQ","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","17,806,133.87","0.04","17,806,133.87","385,999.00","46.13","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL","Financials","Equity","17,795,742.16","0.04","17,795,742.16","590,632.00","30.13","United States","NYSE","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS CLASS A","Information Technology","Equity","17,789,208.66","0.04","17,789,208.66","186,138.00","95.57","United States","NASDAQ","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","17,764,915.68","0.04","17,764,915.68","521,271.00","34.08","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS","Health Care","Equity","17,680,206.54","0.04","17,680,206.54","56,751.00","311.54","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","17,654,224.77","0.04","17,654,224.77","232,323.00","75.99","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","17,648,901.00","0.04","17,648,901.00","91,635.00","192.60","United States","NYSE","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","17,589,206.88","0.04","17,589,206.88","101,484.00","173.32","United States","NYSE","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","17,552,670.80","0.04","17,552,670.80","164,105.00","106.96","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","17,430,410.00","0.04","17,430,410.00","92,200.00","189.05","United States","NYSE","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","17,196,950.44","0.04","17,196,950.44","148,039.00","116.17","United States","NASDAQ","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","16,861,689.60","0.03","16,861,689.60","36,624.00","460.40","United States","NYSE","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","16,772,599.53","0.03","16,772,599.53","286,173.00","58.61","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES","Health Care","Equity","16,740,220.50","0.03","16,740,220.50","48,350.00","346.23","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","16,616,151.74","0.03","16,616,151.74","79,166.00","209.89","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","16,586,736.32","0.03","16,586,736.32","170,786.00","97.12","United States","NYSE","USD","1.00","USD","-"
"TPR","TAPESTRY","Consumer Discretionary","Equity","16,577,935.90","0.03","16,577,935.90","139,910.00","118.49","United States","NYSE","USD","1.00","USD","-"
"VRSN","VERISIGN","Information Technology","Equity","16,516,161.75","0.03","16,516,161.75","56,425.00","292.71","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","16,440,034.26","0.03","16,440,034.26","30,067.00","546.78","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES","Materials","Equity","16,278,228.00","0.03","16,278,228.00","154,296.00","105.50","United States","NYSE","USD","1.00","USD","-"
"FFIV","F5","Information Technology","Equity","16,255,545.93","0.03","16,255,545.93","39,483.00","411.71","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","15,977,709.50","0.03","15,977,709.50","169,795.00","94.10","United States","NYSE","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","15,966,091.20","0.03","15,966,091.20","140,720.00","113.46","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS","Industrials","Equity","15,954,910.00","0.03","15,954,910.00","90,550.00","176.20","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","15,858,815.49","0.03","15,858,815.49","25,767.00","615.47","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","15,626,104.56","0.03","15,626,104.56","361,548.00","43.22","United States","NYSE","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","15,579,332.58","0.03","15,579,332.58","59,082.00","263.69","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP","Financials","Equity","15,484,964.94","0.03","15,484,964.94","145,686.00","106.29","United States","NASDAQ","USD","1.00","USD","-"
"PHM","PULTEGROUP","Consumer Discretionary","Equity","15,470,063.64","0.03","15,470,063.64","130,814.00","118.26","United States","NYSE","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","15,473,397.41","0.03","15,473,397.41","195,841.00","79.01","United States","NYSE","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","15,452,976.10","0.03","15,452,976.10","385,361.00","40.10","United States","NASDAQ","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","15,422,993.95","0.03","15,422,993.95","163,813.00","94.15","United States","NYSE","USD","1.00","USD","-"
"MKL","MARKEL GROUP","Financials","Equity","15,384,984.14","0.03","15,384,984.14","8,623.00","1,784.18","United States","NYSE","USD","1.00","USD","-"
"FICO","FAIR ISAAC","Information Technology","Equity","15,376,025.56","0.03","15,376,025.56","15,604.00","985.39","United States","NYSE","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","15,143,603.67","0.03","15,143,603.67","128,151.00","118.17","United States","NASDAQ","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES","Financials","Equity","15,122,836.76","0.03","15,122,836.76","873,143.00","17.32","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND","Energy","Equity","15,100,619.20","0.03","15,100,619.20","40,912.00","369.10","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY","Energy","Equity","15,032,072.28","0.03","15,032,072.28","158,516.00","94.83","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","14,903,900.55","0.03","14,903,900.55","178,255.00","83.61","United States","NYSE","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","14,859,040.00","0.03","14,859,040.00","265,340.00","56.00","United States","NYSE","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY","Industrials","Equity","14,826,035.07","0.03","14,826,035.07","33,453.00","443.19","United States","NYSE","USD","1.00","USD","-"
"RGLD","ROYAL GOLD","Materials","Equity","14,809,845.12","0.03","14,809,845.12","58,704.00","252.28","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR","Information Technology","Equity","14,741,213.66","0.03","14,741,213.66","70,522.00","209.03","United States","NASDAQ","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","14,667,120.93","0.03","14,667,120.93","104,489.00","140.37","United States","NASDAQ","USD","1.00","USD","-"
"CDE","COEUR MINING","Materials","Equity","14,623,880.46","0.03","14,623,880.46","710,587.00","20.58","United States","NYSE","USD","1.00","USD","-"
"RDDT","REDDIT CLASS A","Communication","Equity","14,587,256.43","0.03","14,587,256.43","92,459.00","157.77","United States","NYSE","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","14,590,998.00","0.03","14,590,998.00","593,130.00","24.60","United States","NASDAQ","USD","1.00","USD","-"
"USFD","US FOODS HOLDING","Consumer Staples","Equity","14,458,311.00","0.03","14,458,311.00","151,650.00","95.34","United States","NYSE","USD","1.00","USD","-"
"DOW","DOW","Materials","Equity","14,407,095.49","0.03","14,407,095.49","496,283.00","29.03","United States","NYSE","USD","1.00","USD","-"
"XPO","XPO","Industrials","Equity","14,389,487.30","0.03","14,389,487.30","78,985.00","182.18","United States","NYSE","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","14,374,919.79","0.03","14,374,919.79","150,381.00","95.59","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","14,352,545.24","0.03","14,352,545.24","68,099.00","210.76","United States","NYSE","USD","1.00","USD","-"
"CW","CURTISS WRIGHT","Industrials","Equity","14,347,521.90","0.03","14,347,521.90","25,671.00","558.90","United States","NYSE","USD","1.00","USD","-"
"SNX","TD SYNNEX","Information Technology","Equity","14,291,282.06","0.03","14,291,282.06","53,086.00","269.21","United States","NYSE","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS","Health Care","Equity","14,242,201.50","0.03","14,242,201.50","28,650.00","497.11","United States","NASDAQ","USD","1.00","USD","-"
"CMS","CMS ENERGY","Utilities","Equity","14,224,183.05","0.03","14,224,183.05","211,827.00","67.15","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","14,105,153.86","0.03","14,105,153.86","105,998.00","133.07","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","14,098,746.48","0.03","14,098,746.48","645,547.00","21.84","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES","Industrials","Equity","14,066,104.50","0.03","14,066,104.50","52,010.00","270.45","United States","NASDAQ","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","14,062,124.80","0.03","14,062,124.80","59,992.00","234.40","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","14,047,998.48","0.03","14,047,998.48","159,112.00","88.29","United States","NYSE","USD","1.00","USD","-"
"ROKU","ROKU CLASS A","Communication","Equity","14,031,700.24","0.03","14,031,700.24","90,568.00","154.93","United States","NASDAQ","USD","1.00","USD","-"
"WWD","WOODWARD","Industrials","Equity","14,012,141.22","0.03","14,012,141.22","41,547.00","337.26","United States","NASDAQ","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","13,932,973.41","0.03","13,932,973.41","114,703.00","121.47","United States","NASDAQ","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","13,887,624.09","0.03","13,887,624.09","35,229.00","394.21","United States","NYSE","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS CLASS A","Financials","Equity","13,864,860.88","0.03","13,864,860.88","194,077.00","71.44","United States","NASDAQ","USD","1.00","USD","-"
"GH","GUARDANT HEALTH","Health Care","Equity","13,853,531.88","0.03","13,853,531.88","88,026.00","157.38","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX","Industrials","Equity","13,854,620.00","0.03","13,854,620.00","81,980.00","169.00","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","13,826,703.50","0.03","13,826,703.50","362,525.00","38.14","United States","NYSE","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","13,815,406.54","0.03","13,815,406.54","338,447.00","40.82","United States","NASDAQ","USD","1.00","USD","-"
"NI","NISOURCE","Utilities","Equity","13,800,420.83","0.03","13,800,420.83","333,263.00","41.41","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW","Information Technology","Equity","13,588,115.45","0.03","13,588,115.45","88,355.00","153.79","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","13,567,030.49","0.03","13,567,030.49","204,971.00","66.19","United States","NYSE","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","13,487,192.93","0.03","13,487,192.93","72,719.00","185.47","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS","Health Care","Equity","13,468,197.60","0.03","13,468,197.60","815,760.00","16.51","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","13,375,616.88","0.03","13,375,616.88","316,059.00","42.32","United States","NYSE","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","13,337,510.62","0.03","13,337,510.62","79,513.00","167.74","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","13,333,116.90","0.03","13,333,116.90","371,914.00","35.85","United States","NYSE","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","13,162,550.96","0.03","13,162,550.96","35,059.00","375.44","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY","Utilities","Equity","13,075,850.48","0.03","13,075,850.48","160,204.00","81.62","United States","NASDAQ","USD","1.00","USD","-"
"FTAI","FTAI AVIATION","Industrials","Equity","13,053,411.42","0.03","13,053,411.42","70,157.00","186.06","United States","NASDAQ","USD","1.00","USD","-"
"CPNG","COUPANG CLASS A","Consumer Discretionary","Equity","13,030,960.32","0.03","13,030,960.32","861,836.00","15.12","United States","NYSE","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CLASS A","Energy","Equity","12,991,988.98","0.03","12,991,988.98","546,341.00","23.78","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","12,849,856.32","0.03","12,849,856.32","96,124.00","133.68","United States","NYSE","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS","Information Technology","Equity","12,712,200.70","0.03","12,712,200.70","46,243.00","274.90","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","12,604,319.64","0.03","12,604,319.64","321,211.00","39.24","United States","NYSE","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","12,591,763.48","0.03","12,591,763.48","61,682.00","204.14","United States","NYSE","USD","1.00","USD","-"
"L","LOEWS","Financials","Equity","12,582,325.03","0.03","12,582,325.03","115,657.00","108.79","United States","NYSE","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","12,573,904.56","0.03","12,573,904.56","365,946.00","34.36","United States","NYSE","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","12,555,280.64","0.03","12,555,280.64","265,664.00","47.26","Canada","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE","Industrials","Equity","12,549,654.76","0.03","12,549,654.76","82,142.00","152.78","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS","Health Care","Equity","12,520,367.78","0.03","12,520,367.78","133,922.00","93.49","United States","NYSE","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","12,471,204.46","0.03","12,471,204.46","64,454.00","193.49","Peru","NYSE","USD","1.00","USD","-"
"OVV","OVINTIV","Energy","Equity","12,455,916.99","0.03","12,455,916.99","195,571.00","63.69","United States","NYSE","USD","1.00","USD","-"
"MKSI","MKS","Information Technology","Equity","12,399,708.97","0.03","12,399,708.97","46,387.00","267.31","United States","NASDAQ","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP","Financials","Equity","12,271,020.83","0.03","12,271,020.83","94,999.00","129.17","United States","NASDAQ","USD","1.00","USD","-"
"HEI A","HEICO CLASS A","Industrials","Equity","12,260,289.00","0.03","12,260,289.00","52,116.00","235.25","United States","NYSE","USD","1.00","USD","-"
"BBY","BEST BUY","Consumer Discretionary","Equity","12,193,986.00","0.02","12,193,986.00","134,295.00","90.80","United States","NYSE","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT","Real Estate","Equity","12,136,034.79","0.02","12,136,034.79","44,469.00","272.91","United States","NYSE","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL","Industrials","Equity","12,096,351.36","0.02","12,096,351.36","33,948.00","356.32","United States","NYSE","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES CLASS A","Financials","Equity","12,066,669.00","0.02","12,066,669.00","5,553.00","2,173.00","United States","NASDAQ","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","12,041,894.10","0.02","12,041,894.10","179,035.00","67.26","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS","Industrials","Equity","12,003,602.76","0.02","12,003,602.76","94,524.00","126.99","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","11,962,130.79","0.02","11,962,130.79","362,379.00","33.01","United States","NASDAQ","USD","1.00","USD","-"
"ZS","ZSCALER","Information Technology","Equity","11,898,051.94","0.02","11,898,051.94","72,311.00","164.54","United States","NASDAQ","USD","1.00","USD","-"
"NTNX","NUTANIX CLASS A","Information Technology","Equity","11,755,381.76","0.02","11,755,381.76","178,328.00","65.92","United States","NASDAQ","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS CLASS A","Consumer Staples","Equity","11,691,281.10","0.02","11,691,281.10","95,478.00","122.45","United States","NYSE","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","11,625,276.60","0.02","11,625,276.60","33,180.00","350.37","United States","NASDAQ","USD","1.00","USD","-"
"DINO","HF SINCLAIR","Energy","Equity","11,541,144.64","0.02","11,541,144.64","107,021.00","107.84","United States","NYSE","USD","1.00","USD","-"
"FTV","FORTIVE","Industrials","Equity","11,511,588.72","0.02","11,511,588.72","210,488.00","54.69","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX","Industrials","Equity","11,480,000.42","0.02","11,480,000.42","51,202.00","224.21","United States","NYSE","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS","Industrials","Equity","11,471,546.24","0.02","11,471,546.24","142,912.00","80.27","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL","Information Technology","Equity","11,464,545.68","0.02","11,464,545.68","378,868.00","30.26","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON","Industrials","Equity","11,468,091.96","0.02","11,468,091.96","36,468.00","314.47","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","11,432,400.75","0.02","11,432,400.75","80,595.00","141.85","United States","NYSE","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR","Information Technology","Equity","11,404,265.76","0.02","11,404,265.76","95,226.00","119.76","United States","NASDAQ","USD","1.00","USD","-"
"LEN","LENNAR A CLASS A","Consumer Discretionary","Equity","11,386,939.20","0.02","11,386,939.20","143,052.00","79.60","United States","NYSE","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA","Financials","Equity","11,380,929.76","0.02","11,380,929.76","45,758.00","248.72","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","11,330,759.24","0.02","11,330,759.24","92,564.00","122.41","United States","NYSE","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","11,283,527.46","0.02","11,283,527.46","34,953.00","322.82","United States","NYSE","USD","1.00","USD","-"
"INVH","INVITATION HOMES","Real Estate","Equity","11,286,497.88","0.02","11,286,497.88","409,822.00","27.54","United States","NYSE","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","11,281,728.15","0.02","11,281,728.15","177,135.00","63.69","United States","NYSE","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","11,206,404.60","0.02","11,206,404.60","123,691.00","90.60","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR","Consumer Discretionary","Equity","11,163,297.12","0.02","11,163,297.12","1,812.00","6,160.76","United States","NYSE","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT","Financials","Equity","11,134,638.90","0.02","11,134,638.90","508,431.00","21.90","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS","Industrials","Equity","11,108,247.44","0.02","11,108,247.44","86,204.00","128.86","United States","NYSE","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE","Real Estate","Equity","11,033,299.03","0.02","11,033,299.03","31,799.00","346.97","United States","NYSE","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","11,025,613.30","0.02","11,025,613.30","184,067.00","59.90","United States","NYSE","USD","1.00","USD","-"
"WRB","WR BERKLEY","Financials","Equity","10,979,472.60","0.02","10,979,472.60","157,074.00","69.90","United States","NYSE","USD","1.00","USD","-"
"U","UNITY SOFTWARE","Information Technology","Equity","10,961,733.72","0.02","10,961,733.72","249,357.00","43.96","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","10,944,760.16","0.02","10,944,760.16","496,136.00","22.06","United States","NYSE","USD","1.00","USD","-"
"PTC","PTC","Information Technology","Equity","10,947,201.46","0.02","10,947,201.46","83,707.00","130.78","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA","Energy","Equity","10,935,545.67","0.02","10,935,545.67","244,479.00","44.73","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS CLASS A","Communication","Equity","10,939,309.65","0.02","10,939,309.65","75,045.00","145.77","United States","NASDAQ","USD","1.00","USD","-"
"RBA","RB GLOBAL","Industrials","Equity","10,732,986.00","0.02","10,732,986.00","128,385.00","83.60","Canada","NYSE","USD","1.00","USD","-"
"SMTC","SEMTECH","Information Technology","Equity","10,722,927.08","0.02","10,722,927.08","64,117.00","167.24","United States","NASDAQ","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES","Health Care","Equity","10,717,316.88","0.02","10,717,316.88","68,604.00","156.22","United States","NASDAQ","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","10,685,550.65","0.02","10,685,550.65","182,503.00","58.55","United States","NYSE","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","10,669,463.91","0.02","10,669,463.91","460,089.00","23.19","United States","NYSE","USD","1.00","USD","-"
"RBC","RBC BEARINGS","Industrials","Equity","10,662,596.84","0.02","10,662,596.84","21,548.00","494.83","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","10,646,322.26","0.02","10,646,322.26","99,694.00","106.79","United States","NASDAQ","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE","Industrials","Equity","10,620,433.28","0.02","10,620,433.28","20,782.00","511.04","United States","NASDAQ","USD","1.00","USD","-"
"TOST","TOAST CLASS A","Financials","Equity","10,607,019.72","0.02","10,607,019.72","330,231.00","32.12","United States","NYSE","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE CLASS A","Communication","Equity","10,599,350.34","0.02","10,599,350.34","177,069.00","59.86","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT","Real Estate","Equity","10,583,927.04","0.02","10,583,927.04","475,896.00","22.24","United States","NASDAQ","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","10,531,348.98","0.02","10,531,348.98","206,214.00","51.07","United States","NYSE","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT","Real Estate","Equity","10,511,700.48","0.02","10,511,700.48","152,079.00","69.12","United States","NYSE","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS","Financials","Equity","10,492,564.74","0.02","10,492,564.74","196,711.00","53.34","United States","NYSE","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","10,482,118.50","0.02","10,482,118.50","134,905.00","77.70","United States","NYSE","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","10,362,151.82","0.02","10,362,151.82","43,102.00","240.41","United States","NYSE","USD","1.00","USD","-"
